code,term,dmd_id,dmd_type,bnf_code
36089511000001100,Clonidine 250microgram modified-release capsules,36089511000001100,VMP,0205020E0AAAAAA
36089211000001103,Clonidine 150micrograms/1ml solution for injection ampoules,36089211000001103,VMP,0205020E0AAABAB
45283011000001101,Clonidine 150micrograms/1ml solution for injection ampoules,45283011000001101,AMP,0205020E0AAABAB
44374711000001106,Clonidine 150micrograms/1ml solution for injection ampoules,44374711000001106,AMP,0205020E0AAABAB
42100711000001107,Clonidine 100microgram tablets,42100711000001107,VMP,0205020E0AAACAC
39943911000001103,Clonidine 100microgram tablets,39943911000001103,AMP,0205020E0AAACAC
42100911000001109,Clonidine 300microgram tablets,42100911000001109,VMP,0205020E0AAADAD
10448511000001104,Clonidine 100micrograms/24hours transdermal patches,10448511000001104,VMP,0205020E0AAAFAF
15866111000001103,Clonidine 100micrograms/24hours transdermal patches,15866111000001103,AMP,0205020E0AAAFAF
7660211000001104,Clonidine 200micrograms/24hours transdermal patches,7660211000001104,VMP,0205020E0AAAGAG
15866411000001108,Clonidine 200micrograms/24hours transdermal patches,15866411000001108,AMP,0205020E0AAAGAG
10449111000001101,Clonidine 300micrograms/24hours transdermal patches,10449111000001101,VMP,0205020E0AAAHAH
15866711000001102,Clonidine 300micrograms/24hours transdermal patches,15866711000001102,AMP,0205020E0AAAHAH
215111000001101,Catapres 100microgram tablets,215111000001101,AMP,0205020E0BBAAAC
368711000001103,Catapres 300microgram tablets,368711000001103,AMP,0205020E0BBABAD
4536811000001109,Catapres PL Perlongets 250microgram capsules,4536811000001109,AMP,0205020E0BBACAA
364911000001108,Catapres 150micrograms/1ml solution for injection ampoules,364911000001108,AMP,0205020E0BBADAB
10448811000001101,Catapres TTS 1 patches,10448811000001101,AMP,0205020E0BBAEAF
7657311000001101,Catapres TTS 2 patches,7657311000001101,AMP,0205020E0BBAFAG
10449311000001104,Catapres TTS 3 patches,10449311000001104,AMP,0205020E0BBAGAH
39693311000001109,Guanfacine 1mg tablets,39693311000001109,VMP,0205020G0AAACAC
32871811000001105,Guanfacine 1mg tablets,32871811000001105,AMP,0205020G0AAACAC
36978811000001107,Guanfacine 2mg tablets,36978811000001107,VMP,0205020G0AAADAD
36957411000001108,Guanfacine 2mg tablets,36957411000001108,AMP,0205020G0AAADAD
15602311000001107,Tenex 1mg tablets,15602311000001107,AMP,0205020G0BDAAAC
42213211000001105,Methyldopa 125mg tablets,42213211000001105,VMP,0205020H0AAACAC
589511000001103,Methyldopa 125mg tablets,589511000001103,AMP,0205020H0AAACAC
88511000001109,Methyldopa 125mg tablets,88511000001109,AMP,0205020H0AAACAC
281011000001102,Methyldopa 125mg tablets,281011000001102,AMP,0205020H0AAACAC
36567111000001102,Methyldopa 125mg tablets,36567111000001102,AMP,0205020H0AAACAC
38111011000001105,Methyldopa 125mg tablets,38111011000001105,AMP,0205020H0AAACAC
35995011000001103,Methyldopa 125mg tablets,35995011000001103,AMP,0205020H0AAACAC
218911000001109,Methyldopa 125mg tablets,218911000001109,AMP,0205020H0AAACAC
39041411000001100,Methyldopa 125mg tablets,39041411000001100,AMP,0205020H0AAACAC
29919111000001106,Methyldopa 125mg tablets,29919111000001106,AMP,0205020H0AAACAC
40579311000001108,Methyldopa 125mg tablets,40579311000001108,AMP,0205020H0AAACAC
879311000001104,Methyldopa 125mg tablets,879311000001104,AMP,0205020H0AAACAC
257411000001108,Methyldopa 125mg tablets,257411000001108,AMP,0205020H0AAACAC
42213311000001102,Methyldopa 250mg tablets,42213311000001102,VMP,0205020H0AAADAD
