code,term,id,type,bnf_code
8746211000001109,Spironolactone 1mg / Chlorothiazide 10mg capsules (Special Order),8746211000001109,amp,0202040S0AAAAAA
18515111000001101,Spironolactone 4mg / Chlorothiazide 40mg capsules (Special Order),18515111000001101,amp,0202040S0AAAHAH
16071911000001102,Spironolactone 3mg / Chlorothiazide 30mg capsules (Special Order),16071911000001102,amp,0202040S0AAAMAM
27749111000001100,Spironolactone 5mg / Chlorothiazide 50mg capsules (Special Order),27749111000001100,amp,0202040S0AAAPAP
28875111000001105,Spironolactone 16mg / Chlorothiazide 160mg capsules (Special Order),28875111000001105,amp,0202040S0AAAQAQ
32872611000001100,Spironolactone 6mg / Chlorothiazide 60mg capsules (Special Order),32872611000001100,amp,0202040S0AAARAR
3645811000001107,Lasilactone 20mg/50mg capsules (Sanofi),3645811000001107,amp,0202040T0BBAAAA
3638411000001101,Viskaldix tablets (Advanz Pharma),3638411000001101,amp,020400010BBAAAA
30993311000001109,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (Mylan),30993311000001109,amp,020400030AAAEAE
31244611000001104,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd),31244611000001104,amp,020400030AAAEAE
31257511000001109,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd),31257511000001109,amp,020400030AAAEAE
74311000001101,Moducren tablets (Merck Sharp & Dohme Ltd),74311000001101,amp,020400030BBAAAA
32111000001108,Co-tenidone 50mg/12.5mg tablets (Kent Pharmaceuticals Ltd),32111000001108,amp,020400040AAAAAA
143311000001108,Co-tenidone 50mg/12.5mg tablets (Teva UK Ltd),143311000001108,amp,020400040AAAAAA
552311000001106,Co-tenidone 50mg/12.5mg tablets (Sandoz Ltd),552311000001106,amp,020400040AAAAAA
576211000001104,Co-tenidone 50mg/12.5mg tablets (IVAX Pharmaceuticals UK Ltd),576211000001104,amp,020400040AAAAAA
587011000001102,Co-tenidone 50mg/12.5mg tablets (Mylan),587011000001102,amp,020400040AAAAAA
622411000001106,Co-tenidone 50mg/12.5mg tablets (Wockhardt UK Ltd),622411000001106,amp,020400040AAAAAA
653811000001101,Co-tenidone 50mg/12.5mg tablets (Actavis UK Ltd),653811000001101,amp,020400040AAAAAA
884711000001106,Co-tenidone 50mg/12.5mg tablets (A A H Pharmaceuticals Ltd),884711000001106,amp,020400040AAAAAA
903211000001106,Co-tenidone 50mg/12.5mg tablets (Alliance Healthcare (Distribution) Ltd),903211000001106,amp,020400040AAAAAA
9789211000001106,Co-tenidone 50mg/12.5mg tablets (Almus Pharmaceuticals Ltd),9789211000001106,amp,020400040AAAAAA
10398711000001106,Co-tenidone 50mg/12.5mg tablets (Arrow Generics Ltd),10398711000001106,amp,020400040AAAAAA
17888911000001103,Co-tenidone 50mg/12.5mg tablets (Phoenix Healthcare Distribution Ltd),17888911000001103,amp,020400040AAAAAA
21408611000001102,Co-tenidone 50mg/12.5mg tablets (Medreich Plc),21408611000001102,amp,020400040AAAAAA
21942111000001101,Co-tenidone 50mg/12.5mg tablets (Waymade Healthcare Plc),21942111000001101,amp,020400040AAAAAA
23857811000001106,Co-tenidone 50mg/12.5mg tablets (DE Pharmaceuticals),23857811000001106,amp,020400040AAAAAA
