code,term
1010229008,Neural hearing loss of left ear
1010230003,Neural hearing loss of right ear
1010236009,Conductive hearing loss of right ear
1010238005,Conductive hearing loss of left ear
1010439000,Conductive hearing loss of left ear with normal hearing on right side
1010440003,Conductive hearing loss of right ear with normal hearing on left side
1010441004,Sensorineural hearing loss of right ear with normal hearing on left side
1010442006,Sensorineural hearing loss of left ear with normal hearing on right side
1010606009,Waardenburg syndrome type 1
1010610007,Retinitis pigmentosa-deafness syndrome type 3
1010636000,Waardenburg syndrome type 2
10170007,"Black locks, oculocutaneous albinism, AND deafness of the sensorineural type"
103276001,Decreased hearing
103303007,Hearing loss remits during vertigo attacks
104121000000105,Low frequency deafness
1052205008,Mixed conductive and sensorineural hearing loss of left ear with normal hearing on right side
1052206009,Mixed conductive and sensorineural hearing loss of right ear with normal hearing on left side
1083811000119108,High frequency sensorineural hearing loss of bilateral ears
1084051000119104,Conductive hearing loss of bilateral middle ears
1084151000119100,Hearing loss of bilateral ears caused by noise
1089221000119100,Hearing loss of left ear caused by noise
10901651000119106,Injury of right acoustic nerve
10901691000119101,Injury of left acoustic nerve
1091831000119101,Hearing loss of right ear caused by noise
110271000000105,High frequency deafness
111339003,Congenital anomaly of ear with impairment of hearing
111543003,Partial deafness
1119386008,Sensorineural hearing loss of right ear
1119387004,Sensorineural hearing loss of left ear
1142112002,Sensorineural deafness due to late congenital syphilis
1167372000,"X-linked external auditory canal atresia, dilated internal auditory canal, facial dysmorphism syndrome"
1169356004,"Early-onset progressive encephalopathy, hearing loss, pons hypoplasia, brain atrophy syndrome"
1172604004,"Diaphanous related formin 1 related sensorineural hearing loss, thrombocytopenia syndrome"
1172605003,"Retinitis pigmentosa, hearing loss, premature aging, short stature, facial dysmorphism syndrome"
1172635005,"Split-foot malformation, mesoaxial polydactyly syndrome"
1173035001,Combined oxidative phosphorylation defect type 25
1179361001,Maternal perinatal sensorineural hearing loss
1179362008,Neonatal sensorineural hearing loss
1179555000,Fetal sensorineural hearing loss
118230007,Hearing finding
1187039001,"Cleft lip and palate, craniofacial dysmorphism, congenital heart defect, hearing loss syndrome"
1187512003,Non-syndromic mitochondrial sensorineural deafness
1197059004,"Congenital ichthyosis, microcephalus, tetraplegia syndrome"
1204415006,"Autosomal recessive spinocerebellar ataxia, blindness, deafness syndrome"
1208614008,Autosomal dominant deafness with onychodystrophy syndrome
1217379007,NK6 homeobox 2-related autosomal recessive hypomyelinating leukodystrophy
1220595008,"Cataract, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, skeletal dysplasia syndrome"
1222649004,"Auditory neuropathy, optic atrophy syndrome"
1222655009,"Optic atrophy, ataxia, peripheral neuropathy, global developmental delay syndrome"
1228871002,Proliferating cell nuclear antigen-related progressive neurodegenerative photosensitivity syndrome
1229999001,"Autosomal dominant myopia, midfacial retrusion, sensorineural hearing loss, rhizomelic dysplasia syndrome"
1230014007,Duane retraction syndrome with congenital deafness
1230412003,Profound hearing loss
1234911006,Congenital cochleovestibular malformation
1237343009,Otodental syndrome
1237413006,"Progressive autosomal recessive cerebellar ataxia, sensorineural hearing loss syndrome"
1254651003,"Microcephaly, intellectual disability, sensorineural hearing loss, epilepsy, abnormal muscle tone syndrome"
1255271005,"Juvenile-onset diabetes mellitus, central and peripheral neurodegeneration syndrome"
1260133007,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect
1260199008,Non-syndromic genetic hearing loss
1260450002,"Infantile multisystem neurologic, endocrine, pancreatic disease"
1268415009,High frequency sensorineural hearing loss
